sequence,sample,x,y,z,time_s
3900,1,133,-4253,-263,0.000000000
3900,2,80,-4139,-246,0.001187424
3900,3,-72,-1256,-334,0.002374848
3900,4,-309,-1035,304,0.003562272
3900,5,-236,-4715,-194,0.004749696
3900,6,-285,-9383,-336,0.005937120
3900,7,-85,-9805,-522,0.007124544
3900,8,-19,-6483,24,0.008311968
3900,9,196,-2033,445,0.009499392
3900,10,268,-3024,296,0.010686816
3900,11,318,-8010,46,0.011874240
3900,12,413,-6788,-79,0.013061664
3900,13,427,-6696,335,0.014249088
3900,14,497,-9457,976,0.015436512
3900,15,305,-7460,1387,0.016623936
3900,16,115,-5000,1009,0.017811360
3900,17,-146,-6369,972,0.018998784
3900,18,-235,-6170,838,0.020186208
3900,19,-253,-4727,1426,0.021373632
3900,20,-219,-4601,1569,0.022561056
3900,21,-263,-5821,1151,0.023748480
3900,22,-294,-8370,597,0.024935904
3900,23,-180,-9307,325,0.026123328
3900,24,-24,-6935,441,0.027310752
3900,25,93,-6466,468,0.028498176
3900,26,122,-5208,715,0.029685600
3900,27,58,-2506,508,0.030873024
3900,28,83,-2028,658,0.032060448
3900,29,71,-1477,777,0.033247872
3900,30,-41,-1821,352,0.034435296
3900,31,-98,-4446,60,0.035622720
3900,32,-200,-5051,289,0.036810144
3900,33,-186,-2344,407,0.037997568
3900,34,-286,-4589,37,0.039184992
3900,35,-315,-8154,-447,0.040372416
3900,36,-226,-6222,-1052,0.041559840
3900,37,-70,-3968,-779,0.042747264
3900,38,17,-291,-338,0.043934688
3900,39,7,1400,-688,0.045122112
3900,40,155,725,-425,0.046309536
3900,41,170,1198,-994,0.047496960
3900,42,346,1038,-1190,0.048684384
3900,43,317,833,-535,0.049871808
3900,44,126,-647,-1375,0.051059232
3900,45,355,-6357,-1645,0.052246656
3900,46,87,-6807,-1170,0.053434080
3900,47,193,-2605,-1460,0.054621504
3900,48,195,-329,-528,0.055808928
3900,49,27,344,-1030,0.056996352
3900,50,141,-699,-1324,0.058183776
3900,51,19,-6241,-995,0.059371200
3900,52,88,-6344,-447,0.060558624
3900,53,163,-3154,-199,0.061746048
3900,54,106,-4037,-292,0.062933472
3900,55,134,-7893,-544,0.064120896
3900,56,195,-7980,-924,0.065308320
3900,57,123,-4624,273,0.066495744
3900,58,307,-1184,602,0.067683168
3900,59,218,-2038,548,0.068870592
3900,60,174,-6732,107,0.070058016
3900,61,157,-6347,580,0.071245440
3900,62,78,-3670,1013,0.072432864
3900,63,72,-4287,1262,0.073620288
3900,64,1,-4404,762,0.074807712
3901,1,-147,-5280,680,0.075995136
3901,2,-201,-9193,621,0.077182560
3901,3,-222,-8525,1223,0.078369984
3901,4,-216,-3970,1148,0.079557408
3901,5,-218,-4676,749,0.080744832
3901,6,-283,-5896,451,0.081932256
3901,7,-274,-6329,568,0.083119680
3901,8,-169,-7205,1057,0.084307104
3901,9,-111,-5228,1288,0.085494528
3901,10,10,-2171,906,0.086681952
3901,11,-7,-2835,564,0.087869376
3901,12,1,-5576,211,0.089056800
3901,13,108,-4462,545,0.090244224
3901,14,121,-3156,570,0.091431648
3901,15,128,-3822,275,0.092619072
3901,16,22,-3079,204,0.093806496
3901,17,-115,-2507,71,0.094993920
3901,18,-118,-1830,484,0.096181344
3901,19,-235,626,-381,0.097368768
3901,20,-220,629,-46,0.098556192
3901,21,-214,164,33,0.099743616
3901,22,-69,445,-76,0.100931040
3901,23,-117,-2989,-1017,0.102118464
3901,24,5,-9789,-1195,0.103305888
3901,25,104,-7575,-1080,0.104493312
3901,26,320,-1378,-1075,0.105680736
3901,27,433,202,-433,0.106868160
3901,28,287,-2838,-1697,0.108055584
3901,29,415,-5030,-1680,0.109243008
3901,30,370,-2550,-558,0.110430432
3901,31,387,-2882,-1435,0.111617856
3901,32,364,-7631,-561,0.112805280
3901,33,165,-9315,-1327,0.113992704
3901,34,122,-7768,-1182,0.115180128
3901,35,42,-5022,-426,0.116367552
3901,36,5,-1018,-699,0.117554976
3901,37,78,-3195,-506,0.118742400
3901,38,79,-3163,-59,0.119929824
3901,39,83,-839,-111,0.121117248
3901,40,182,-7300,-112,0.122304672
3901,41,188,-8928,-523,0.123492096
3901,42,276,-6311,-534,0.124679520
3901,43,252,-6852,-114,0.125866944
3901,44,-32,-4964,-107,0.127054368
3901,45,105,-2112,135,0.128241792
3901,46,-82,-5714,-285,0.129429216
3901,47,-134,-6754,186,0.130616640
3901,48,-101,-3951,782,0.131804064
3901,49,-204,-5231,1037,0.132991488
3901,50,-183,-6702,1174,0.134178912
3901,51,-247,-5053,903,0.135366336
3901,52,-197,-2978,1411,0.136553760
3901,53,-90,-4894,1813,0.137741184
3901,54,-7,-6042,2036,0.138928608
3901,55,-22,-3757,2078,0.140116032
3901,56,42,-3144,1726,0.141303456
3901,57,20,-5846,1441,0.142490880
3901,58,88,-7605,1389,0.143678304
3901,59,61,-7972,832,0.144865728
3901,60,23,-8789,777,0.146053152
3901,61,-72,-6401,614,0.147240576
3901,62,-174,-3813,729,0.148428000
3901,63,-145,-6575,658,0.149615424
3901,64,-132,-7914,93,0.150802848
3902,1,-112,-5279,304,0.151990272
3902,2,-44,-3328,-77,0.153177696
3902,3,-47,-1825,365,0.154365120
3902,4,144,341,-148,0.155552544
3902,5,151,108,171,0.156739968
3902,6,120,-6725,-1802,0.157927392
3902,7,138,-9662,-1896,0.159114816
3902,8,152,-6248,-1166,0.160302240
3902,9,245,-2114,-422,0.161489664
3902,10,148,-53,-479,0.162677088
3902,11,-174,-1214,-1167,0.163864512
3902,12,87,-5842,-1383,0.165051936
3902,13,-155,-5115,-2432,0.166239360
3902,14,15,1349,-1195,0.167426784
3902,15,-15,203,-281,0.168614208
3902,16,-132,870,-1044,0.169801632
3902,17,127,1176,-438,0.170989056
3902,18,238,1004,-564,0.172176480
3902,19,246,961,-562,0.173363904
3902,20,393,-240,-418,0.174551328
3902,21,329,-1166,329,0.175738752
3902,22,376,-1743,-496,0.176926176
3902,23,306,-4441,136,0.178113600
3902,24,92,-3495,-327,0.179301024
3902,25,142,125,141,0.180488448
3902,26,-168,318,835,0.181675872
3902,27,-282,85,1137,0.182863296
3902,28,-259,-4683,-234,0.184050720
3902,29,-326,-10707,1102,0.185238144
3902,30,-64,-6742,1426,0.186425568
3902,31,-146,98,1219,0.187612992
3902,32,77,53,2083,0.188800416
3902,33,129,-263,1006,0.189987840
3902,34,319,-5665,455,0.191175264
3902,35,457,-6797,806,0.192362688
3902,36,455,-7429,114,0.193550112
3902,37,421,-8165,483,0.194737536
3902,38,250,-7222,-561,0.195924960
3902,39,61,-10918,-663,0.197112384
3902,40,-49,-9384,463,0.198299808
3902,41,-222,-1850,-74,0.199487232
3902,42,-344,-4199,230,0.200674656
3902,43,-429,-8646,-432,0.201862080
3902,44,-390,-5913,31,0.203049504
